Id,Year
17271,1926
17162,1926
16655,1926
15801,1926
17120,1926
16654,1926
16669,1926
16629,1926
16914,1926
17029,1926
16895,1926
16493,1926
17374,1926
16690,1926
16672,1926
16822,1926
17196,1926
17119,1926
17372,1926
16640,1926
16804,1926
17350,1926
15532,1926
17416,1926
16630,1926
17048,1926
16627,1926
17128,1926
16847,1926
16939,1926
17103,1926
16953,1926
16832,1926
16938,1926
17226,1926
16884,1926
16691,1926
17376,1926
17809,1927
18054,1927
18379,1927
17136,1927
18051,1927
18311,1927
17075,1927
18033,1927
18179,1927
17632,1927
18166,1927
18253,1927
17743,1927
18218,1927
17739,1927
17765,1927
17998,1927
17668,1927
18328,1927
18037,1927
17825,1927
18183,1927
18192,1927
17813,1927
17918,1927
18107,1927
18066,1927
18097,1927
17750,1927
18773,1928
19344,1928
17534,1928
18523,1928
18836,1928
18217,1928
19071,1928
17621,1928
18451,1928
18392,1928
17775,1928
18909,1928
19421,1928
18806,1928
18937,1928
17843,1928
19489,1928
19415,1928
19400,1928
18618,1928
19412,1928
19429,1928
19074,1928
19254,1928
19258,1928
19130,1928
18972,1928
19225,1928
19278,1928
19451,1928
19109,1928
18795,1928
19509,1928
19096,1928
19195,1928
18756,1928
19434,1928
19237,1928
18839,1928
18742,1928
18770,1928
19558,1928
18935,1928
19304,1928
19504,1928
19286,1928
19422,1928
19379,1928
19067,1928
18826,1928
18873,1928
20062,1929
20298,1929
20230,1929
19760,1929
19886,1929
20142,1929
20094,1929
18737,1929
20269,1929
19729,1929
19557,1929
20030,1929
19649,1929
19850,1929
19655,1929
20092,1929
20442,1929
19935,1929
19824,1929
19788,1929
19813,1929
19630,1929
19735,1929
20446,1929
19699,1929
19725,1929
18908,1929
19686,1929
19684,1929
19726,1929
19702,1929
19777,1929
20114,1929
20122,1929
19959,1929
20414,1929
20247,1929
19946,1929
20475,1929
20439,1929
19715,1929
20075,1929
19901,1929
20479,1929
19823,1929
15152,1929
20103,1929
20112,1929
19993,1929
19968,1929
19843,1929
19640,1929
20321,1929
20210,1929
20466,1929
20488,1929
20217,1929
20668,1930
21273,1930
20695,1930
19644,1930
20852,1930
21087,1930
21189,1930
20163,1930
21140,1930
20768,1930
20641,1930
20336,1930
20980,1930
20919,1930
20902,1930
21110,1930
20697,1930
21040,1930
21283,1930
20827,1930
21371,1930
21025,1930
20629,1930
20799,1930
21042,1930
19403,1930
20891,1930
20702,1930
20686,1930
20594,1930
21015,1930
20656,1930
21345,1930
21223,1930
21281,1930
21165,1930
21060,1930
21282,1930
20815,1930
21197,1930
21310,1930
21153,1930
20640,1930
21100,1930
20713,1930
21106,1930
20945,1930
21074,1930
20701,1930
20836,1930
20693,1930
20691,1930
20876,1930
20620,1930
21156,1930
21294,1930
20960,1930
21016,1930
21148,1930
21240,1930
20821,1930
20987,1930
21228,1930
21770,1931
21079,1931
21633,1931
22191,1931
22236,1931
22353,1931
21749,1931
21778,1931
22149,1931
21746,1931
21814,1931
21992,1931
21807,1931
21818,1931
22395,1931
22026,1931
21969,1931
22119,1931
21375,1931
22150,1931
21800,1931
21890,1931
21799,1931
21917,1931
21632,1931
22357,1931
21750,1931
21768,1931
22286,1931
22002,1931
22151,1931
22100,1931
22080,1931
22059,1931
21885,1931
21780,1931
21874,1931
22111,1931
21668,1931
22117,1931
22208,1931
22153,1931
21720,1931
22074,1931
21635,1931
21933,1931
21607,1931
22054,1931
22264,1931
21595,1931
22158,1931
21810,1931
21873,1931
22382,1931
22125,1931
22386,1931
22268,1931
21763,1931
22235,1931
21910,1931
21931,1931
22103,1931
22017,1931
21739,1931
22276,1931
21730,1931
21761,1931
21884,1931
22183,1931
21836,1931
21673,1931
22147,1931
22279,1931
22335,1931
21622,1931
22854,1932
22905,1932
21331,1932
22755,1932
22725,1932
23458,1932
22979,1932
23322,1932
23236,1932
22660,1932
23181,1932
22913,1932
23249,1932
23349,1932
22639,1932
22619,1932
22682,1932
23151,1932
22787,1932
22635,1932
23303,1932
22694,1932
23374,1932
21919,1932
23427,1932
21647,1932
22792,1932
23251,1932
23284,1932
23180,1932
23491,1932
23271,1932
23240,1932
23394,1932
22958,1932
23268,1932
22802,1932
23385,1932
23225,1932
23198,1932
23486,1932
23285,1932
23362,1932
22899,1932
23038,1932
22626,1932
22834,1932
22689,1932
23158,1932
23074,1932
23469,1932
23243,1932
23027,1932
23396,1932
22827,1932
22700,1932
23145,1932
22698,1932
22696,1932
22921,1932
23312,1932
23238,1932
22753,1932
22676,1932
22990,1932
23241,1932
23488,1932
23101,1932
22681,1932
23369,1932
23450,1932
23335,1932
22735,1932
22873,1932
23293,1932
23305,1932
23382,1932
23028,1932
22877,1932
23345,1932
23194,1932
23137,1932
23326,1932
22718,1932
22778,1932
23042,1932
22647,1932
22737,1932
23470,1932
23049,1932
23202,1932
22879,1932
22879,1932
22807,1932
23327,1932
22670,1932
22882,1932
22981,1932
23215,1932
23245,1932
23495,1932
22628,1932
22775,1932
23277,1932
23943,1933
23956,1933
23331,1933
23814,1933
23854,1933
23125,1933
24285,1933
24090,1933
24034,1933
24083,1933
24238,1933
24413,1933
23876,1933
24548,1933
23986,1933
24368,1933
23846,1933
23817,1933
22883,1933
24429,1933
23891,1933
24252,1933
24539,1933
24402,1933
23793,1933
24044,1933
24360,1933
24455,1933
24214,1933
24339,1933
24216,1933
23878,1933
23563,1933
24120,1933
24269,1933
23982,1933
23973,1933
23993,1933
24262,1933
24433,1933
24183,1933
24592,1933
24069,1933
23797,1933
24559,1933
24100,1933
24476,1933
23758,1933
24124,1933
24471,1933
24115,1933
24314,1933
23786,1933
24334,1933
24329,1933
24373,1933
24130,1933
23775,1933
24453,1933
24293,1933
24549,1933
23960,1933
24307,1933
24554,1933
24055,1933
23790,1933
24473,1933
24353,1933
24301,1933
23948,1933
24514,1933
24411,1933
24484,1933
24414,1933
23937,1933
24435,1933
24240,1933
23881,1933
23794,1933
23955,1933
23985,1933
24381,1933
24465,1933
24166,1933
23838,1933
24500,1933
23825,1933
24028,1933
23847,1933
23800,1933
23871,1933
24475,1933
24008,1933
24184,1933
23990,1933
23969,1933
24302,1933
23926,1933
24264,1933
23037,1933
24553,1933
24239,1933
24516,1933
24067,1933
24593,1933
23753,1933
24144,1933
23911,1933
24481,1933
24025,1933
23940,1933
24601,1933
24989,1934
25791,1934
25681,1934
24962,1934
25440,1934
25555,1934
25509,1934
25799,1934
25461,1934
25423,1934
25316,1934
25228,1934
25499,1934
25330,1934
25189,1934
25037,1934
25161,1934
25094,1934
23902,1934
25272,1934
24886,1934
24844,1934
25456,1934
25338,1934
24978,1934
25198,1934
25464,1934
25117,1934
24894,1934
25740,1934
25746,1934
24902,1934
25725,1934
25455,1934
25397,1934
24906,1934
25211,1934
24824,1934
25263,1934
25410,1934
25129,1934
25699,1934
25607,1934
25346,1934
25393,1934
24895,1934
25704,1934
25068,1934
24359,1934
24854,1934
25480,1934
24969,1934
25351,1934
25590,1934
25126,1934
25586,1934
25238,1934
25173,1934
24961,1934
25251,1934
25580,1934
24963,1934
25028,1934
25004,1934
25046,1934
25465,1934
24968,1934
24819,1934
25601,1934
24873,1934
25718,1934
24865,1934
24958,1934
25478,1934
25335,1934
25610,1934
24991,1934
25164,1934
24830,1934
25054,1934
25493,1934
25345,1934
24951,1934
24966,1934
25091,1934
25347,1934
25303,1934
25373,1934
25617,1934
24831,1934
24908,1934
25301,1934
24916,1934
25452,1934
25318,1934
25124,1934
25031,1934
24805,1934
24851,1934
25536,1934
25471,1934
24852,1934
25748,1934
25132,1934
24914,1934
26835,1935
26195,1935
25731,1935
26643,1935
25763,1935
26266,1935
26198,1935
26129,1935
26409,1935
26313,1935
26758,1935
26275,1935
26424,1935
25898,1935
16029,1935
26744,1935
26043,1935
26373,1935
26094,1935
26942,1935
26955,1935
26421,1935
26908,1935
17961,1935
26187,1935
26793,1935
25913,1935
26768,1935
26725,1935
26720,1935
26184,1935
26180,1935
26893,1935
26273,1935
26138,1935
26419,1935
26685,1935
26759,1935
26276,1935
25176,1935
26393,1935
26047,1935
26529,1935
26121,1935
26029,1935
26197,1935
26055,1935
26267,1935
26104,1935
26132,1935
26912,1935
26292,1935
26388,1935
26739,1935
26663,1935
26123,1935
26846,1935
26252,1935
26139,1935
26676,1935
26868,1935
26164,1935
26205,1935
26249,1935
26262,1935
26126,1935
26056,1935
26071,1935
26872,1935
26675,1935
26632,1935
26840,1935
26264,1935
26762,1935
26919,1935
26400,1935
26113,1935
26144,1935
26417,1935
26748,1935
26185,1935
26714,1935
26097,1935
26199,1935
26452,1935
26293,1935
26922,1935
26891,1935
26614,1935
26866,1935
26361,1935
26778,1935
26752,1935
26073,1935
26246,1935
26641,1935
26507,1935
26385,1935
26564,1935
26046,1935
26406,1935
26174,1935
26660,1935
26075,1935
26261,1935
26137,1935
26519,1935
26667,1935
27489,1936
26932,1936
27963,1936
27442,1936
27443,1936
27800,1936
27478,1936
28207,1936
27951,1936
27977,1936
27969,1936
28096,1936
27376,1936
27630,1936
28313,1936
27307,1936
28284,1936
28141,1936
28331,1936
27893,1936
27908,1936
27980,1936
27439,1936
27357,1936
28272,1936
27698,1936
27959,1936
27515,1936
27996,1936
27421,1936
26606,1936
26683,1936
27545,1936
28249,1936
27400,1936
28138,1936
28021,1936
27652,1936
28174,1936
27407,1936
28231,1936
28120,1936
27994,1936
27726,1936
28225,1936
28216,1936
27869,1936
27521,1936
27395,1936
28165,1936
28330,1936
27834,1936
28219,1936
28118,1936
27281,1936
27700,1936
27441,1936
27429,1936
28275,1936
27690,1936
27948,1936
27300,1936
27342,1936
27664,1936
28203,1936
28191,1936
27938,1936
28305,1936
27752,1936
28010,1936
27818,1936
27532,1936
28004,1936
27474,1936
28158,1936
27413,1936
28201,1936
27356,1936
27527,1936
27884,1936
27623,1936
27805,1936
27657,1936
27672,1936
27272,1936
27438,1936
28103,1936
28070,1936
27428,1936
28167,1936
27459,1936
27932,1936
28108,1936
27796,1936
27684,1936
27914,1936
28092,1936
27387,1936
28119,1936
27902,1936
27697,1936
28212,1936
27440,1936
27665,1936
27336,1936
27967,1936
27985,1936
28315,1936
27345,1936
27260,1936
28112,1936
27686,1936
28597,1937
29077,1937
29081,1937
29350,1937
29453,1937
27367,1937
29188,1937
29190,1937
29120,1937
28958,1937
28872,1937
29611,1937
29165,1937
29557,1937
29002,1937
28799,1937
28850,1937
29626,1937
29395,1937
29401,1937
29454,1937
29222,1937
28827,1937
21309,1937
29584,1937
29217,1937
29047,1937
29050,1937
28668,1937
29606,1937
29310,1937
28669,1937
29546,1937
28676,1937
29440,1937
28413,1937
29192,1937
29394,1937
28808,1937
29149,1937
28708,1937
29511,1937
29036,1937
29080,1937
28950,1937
28695,1937
28772,1937
29577,1937
28691,1937
28196,1937
28767,1937
28829,1937
29571,1937
28651,1937
29594,1937
28842,1937
28816,1937
29000,1937
29516,1937
29087,1937
29578,1937
29608,1937
28944,1937
28737,1937
28665,1937
29314,1937
28773,1937
29508,1937
29162,1937
28836,1937
29593,1937
29442,1937
29347,1937
28818,1937
28966,1937
29650,1937
28931,1937
28709,1937
28667,1937
29588,1937
29044,1937
29146,1937
28646,1937
29604,1937
28804,1937
28988,1937
28661,1937
28726,1937
29072,1937
27552,1937
28739,1937
28980,1937
28566,1937
29605,1937
29542,1937
28575,1937
28953,1937
29030,1937
28873,1937
29339,1937
28564,1937
29132,1937
29118,1937
29158,1937
29529,1937
28757,1937
29058,1937
29322,1937
28653,1937
29541,1937
28670,1937
28707,1937
28770,1937
28974,1937
29583,1937
29648,1937
29161,1937
29499,1937
30089,1938
30412,1938
30063,1938
30277,1938
29894,1938
30642,1938
30424,1938
29950,1938
29926,1938
29844,1938
30517,1938
30382,1938
29947,1938
29899,1938
29884,1938
29930,1938
29989,1938
30442,1938
30764,1938
26703,1938
29952,1938
30657,1938
30182,1938
30287,1938
30138,1938
30781,1938
30062,1938
30470,1938
30070,1938
30722,1938
30522,1938
30523,1938
30150,1938
30293,1938
30448,1938
30694,1938
29843,1938
30643,1938
29852,1938
30554,1938
30652,1938
30428,1938
30191,1938
30241,1938
29924,1938
30228,1938
30469,1938
29855,1938
30216,1938
30744,1938
30386,1938
30341,1938
30631,1938
30371,1938
30464,1938
29864,1938
29951,1938
30149,1938
29923,1938
30254,1938
30418,1938
29940,1938
29971,1938
30127,1938
29845,1938
29942,1938
30055,1938
30265,1938
30082,1938
30696,1938
30637,1938
30755,1938
30410,1938
30483,1938
30746,1938
30368,1938
30396,1938
30811,1938
29995,1938
29949,1938
30337,1938
30202,1938
29872,1938
30302,1938
30018,1938
30491,1938
30006,1938
30128,1938
29850,1938
30808,1938
29870,1938
30225,1938
29992,1938
30252,1938
29957,1938
30044,1938
29984,1938
30317,1938
31047,1939
31648,1939
31122,1939
31972,1939
31392,1939
31951,1939
31536,1939
31507,1939
31179,1939
31678,1939
31398,1939
31589,1939
31473,1939
31406,1939
31442,1939
31313,1939
31020,1939
31602,1939
31709,1939
31565,1939
31971,1939
31470,1939
31747,1939
31580,1939
31946,1939
31647,1939
31309,1939
31125,1939
31448,1939
31235,1939
31593,1939
31677,1939
31121,1939
31334,1939
31210,1939
31133,1939
31058,1939
31595,1939
31173,1939
31104,1939
31505,1939
31762,1939
31500,1939
31387,1939
31493,1939
31514,1939
31885,1939
31516,1939
31345,1939
31149,1939
31710,1939
31831,1939
31891,1939
31067,1939
31754,1939
31619,1939
31212,1939
31088,1939
31385,1939
31680,1939
31657,1939
31614,1939
31477,1939
31260,1939
31045,1939
31147,1939
31022,1939
31750,1939
31377,1939
31708,1939
31835,1939
31440,1939
31842,1939
31491,1939
31725,1939
31968,1939
31282,1939
31066,1939
31679,1939
31060,1939
31867,1939
31322,1939
31208,1939
31575,1939
31252,1939
31397,1939
31033,1939
31311,1939
31143,1939
31826,1939
31148,1939
31012,1939
31909,1939
31225,1939
31851,1939
31381,1939
31721,1939
31517,1939
31336,1939
31455,1939
31863,1939
31742,1939
32247,1940
32408,1940
32413,1940
33045,1940
32635,1940
32457,1940
32599,1940
32981,1940
32264,1940
31976,1940
32726,1940
32467,1940
32283,1940
32284,1940
32828,1940
32181,1940
32339,1940
32315,1940
32851,1940
32910,1940
32263,1940
32610,1940
32325,1940
32551,1940
32946,1940
32993,1940
31894,1940
32655,1940
32643,1940
31828,1940
32412,1940
32475,1940
32590,1940
32976,1940
32416,1940
32258,1940
32383,1940
32651,1940
32638,1940
32397,1940
32871,1940
32487,1940
32326,1940
33022,1940
33056,1940
32432,1940
32620,1940
32356,1940
29284,1940
32476,1940
32254,1940
32881,1940
32725,1940
32285,1940
32811,1940
32490,1940
32231,1940
32520,1940
31359,1940
33028,1940
32206,1940
32194,1940
32261,1940
32943,1940
32733,1940
32686,1940
32746,1940
32617,1940
32404,1940
32484,1940
32983,1940
32554,1940
32273,1940
32376,1940
32842,1940
32414,1940
32324,1940
32186,1940
32846,1940
32612,1940
32818,1940
32342,1940
32653,1940
32281,1940
32215,1940
32209,1940
32676,1940
32410,1940
32553,1940
32338,1940
32396,1940
32850,1940
33038,1940
32262,1940
32447,1940
32762,1940
32220,1940
32256,1940
32728,1940
32455,1940
32701,1940
32234,1940
32904,1940
32536,1940
33029,1940
33017,1940
33021,1940
32390,1940
32819,1940
32349,1940
32788,1940
32847,1940
32221,1940
32321,1940
32477,1940
32637,1940
32671,1940
33660,1941
33858,1941
33628,1941
33582,1941
33717,1941
33922,1941
33436,1941
33477,1941
33530,1941
33365,1941
33838,1941
33459,1941
33342,1941
34236,1941
33804,1941
33403,1941
34208,1941
32916,1941
33891,1941
34011,1941
33366,1941
34162,1941
33314,1941
33368,1941
33519,1941
33317,1941
33879,1941
33728,1941
34055,1941
33378,1941
34116,1941
33533,1941
33677,1941
33808,1941
34012,1941
33760,1941
33406,1941
33467,1941
33397,1941
33787,1941
33868,1941
33852,1941
33405,1941
33389,1941
33754,1941
33577,1941
33873,1941
33987,1941
34091,1941
33388,1941
33853,1941
34167,1941
33606,1941
33432,1941
34182,1941
33439,1941
33407,1941
34027,1941
33369,1941
33712,1941
33723,1941
33558,1941
33553,1941
33832,1941
33836,1941
34241,1941
33803,1941
33458,1941
33491,1941
34204,1941
33802,1941
33383,1941
33994,1941
33805,1941
33766,1941
34247,1941
33722,1941
33596,1941
33592,1941
33676,1941
33945,1941
33563,1941
33729,1941
33532,1941
33941,1941
34242,1941
33740,1941
33980,1941
33464,1941
33396,1941
33889,1941
34248,1941
33409,1941
33870,1941
34172,1941
34198,1941
33627,1941
33667,1941
34093,1941
33490,1941
33781,1941
34240,1941
33525,1941
33373,1941
33654,1941
33774,1941
33727,1941
34076,1941
33686,1941
33780,1941
33337,1941
34175,1941
34092,1941
33704,1941
34841,1942
34163,1942
33517,1942
34919,1942
35228,1942
33874,1942
34920,1942
34586,1942
33554,1942
35252,1942
34577,1942
34961,1942
35272,1942
34578,1942
33398,1942
34701,1942
35114,1942
34814,1942
35379,1942
34521,1942
34555,1942
33648,1942
34786,1942
35361,1942
34454,1942
35244,1942
35258,1942
34556,1942
35259,1942
34978,1942
34591,1942
34959,1942
35100,1942
34928,1942
35020,1942
34870,1942
34946,1942
34732,1942
35279,1942
35153,1942
34965,1942
35103,1942
34808,1942
35369,1942
35112,1942
35009,1942
34890,1942
35209,1942
34716,1942
35068,1942
35082,1942
34926,1942
34889,1942
34846,1942
35093,1942
34433,1942
35015,1942
35211,1942
34622,1942
34707,1942
34902,1942
34685,1942
34570,1942
34862,1942
35415,1942
34478,1942
34424,1942
34985,1942
34514,1942
34492,1942
34558,1942
34756,1942
35170,1942
35157,1942
34428,1942
34498,1942
34734,1942
34504,1942
35019,1942
34891,1942
35318,1942
35105,1942
34646,1942
34742,1942
34798,1942
35048,1942
35124,1942
34746,1942
35096,1942
35078,1942
34881,1942
34546,1942
34780,1942
35140,1942
34680,1942
35169,1942
35262,1942
34778,1942
34998,1942
35193,1942
34583,1942
35151,1942
34458,1942
34522,1942
34587,1942
35195,1942
35238,1942
34923,1942
34465,1942
35317,1942
35250,1942
35957,1943
36154,1943
34694,1943
35790,1943
35794,1943
35836,1943
36342,1943
35771,1943
34936,1943
36241,1943
34922,1943
34828,1943
36022,1943
35899,1943
36191,1943
36244,1943
35616,1943
35614,1943
35017,1943
35982,1943
36172,1943
35617,1943
35703,1943
35784,1943
35881,1943
35796,1943
35966,1943
36027,1943
35763,1943
36275,1943
36037,1943
36349,1943
35605,1943
35884,1943
36104,1943
35689,1943
35700,1943
35160,1943
36166,1943
35798,1943
36182,1943
36174,1943
35679,1943
36094,1943
36160,1943
36004,1943
35664,1943
35713,1943
36055,1943
36112,1943
36005,1943
35608,1943
35749,1943
35744,1943
35751,1943
36316,1943
35659,1943
35896,1943
36363,1943
35665,1943
35964,1943
35883,1943
36301,1943
35669,1943
35996,1943
31612,1943
36135,1943
35979,1943
35800,1943
36092,1943
35860,1943
36341,1943
36009,1943
36261,1943
36323,1943
36367,1943
36307,1943
36348,1943
35753,1943
35612,1943
36098,1943
35681,1943
35675,1943
34636,1943
35877,1943
36277,1943
35726,1943
35885,1943
36217,1943
35952,1943
36189,1943
36208,1943
35769,1943
35807,1943
35777,1943
35710,1943
35770,1943
35942,1943
35648,1943
36230,1943
35978,1943
35788,1943
36038,1943
36126,1943
35706,1943
36079,1943
35958,1943
35916,1943
35937,1943
36262,1943
36036,1943
35799,1943
37034,1944
36711,1944
36621,1944
36912,1944
36618,1944
37017,1944
37077,1944
36673,1944
37024,1944
37054,1944
36824,1944
36260,1944
36818,1944
37323,1944
35737,1944
36697,1944
36724,1944
36706,1944
37166,1944
36579,1944
35959,1944
36733,1944
36836,1944
37256,1944
35980,1944
36723,1944
36152,1944
36947,1944
36596,1944
36775,1944
36582,1944
36602,1944
36855,1944
36716,1944
36872,1944
36641,1944
36709,1944
37149,1944
37094,1944
36962,1944
36581,1944
36975,1944
36929,1944
36977,1944
36959,1944
36748,1944
36628,1944
37055,1944
37316,1944
37099,1944
37325,1944
37280,1944
36777,1944
37263,1944
37313,1944
36696,1944
37168,1944
36891,1944
36953,1944
36705,1944
36695,1944
36699,1944
36625,1944
37086,1944
37318,1944
36933,1944
35945,1944
36840,1944
36955,1944
36613,1944
37343,1944
36984,1944
36914,1944
37049,1944
37008,1944
37096,1944
37075,1944
37135,1944
36715,1944
36719,1944
34493,1944
36749,1944
37193,1944
36653,1944
37078,1944
37059,1944
36794,1944
36910,1944
37151,1944
37027,1944
37330,1944
36931,1944
36651,1944
37227,1944
36886,1944
37154,1944
37101,1944
37120,1944
36882,1944
36983,1944
37104,1944
36807,1944
36823,1944
36757,1944
37098,1944
36692,1944
36636,1944
36922,1944
36940,1944
37931,1945
37771,1945
37928,1945
38097,1945
38178,1945
37749,1945
36758,1945
38104,1945
37035,1945
37365,1945
37826,1945
36989,1945
37954,1945
37988,1945
37644,1945
37791,1945
38172,1945
37674,1945
37794,1945
38040,1945
37993,1945
37678,1945
37746,1945
37557,1945
38033,1945
37823,1945
37824,1945
37604,1945
37547,1945
37671,1945
38151,1945
38107,1945
37563,1945
36630,1945
38056,1945
37549,1945
37179,1945
37702,1945
37522,1945
37722,1945
37990,1945
37680,1945
37946,1945
37611,1945
37837,1945
37539,1945
37929,1945
38120,1945
37964,1945
37614,1945
37514,1945
37588,1945
37508,1945
38152,1945
37960,1945
37756,1945
38123,1945
37859,1945
37645,1945
38000,1945
38116,1945
37816,1945
37820,1945
37635,1945
37963,1945
37795,1945
37630,1945
38026,1945
37709,1945
37913,1945
38080,1945
38108,1945
37492,1945
37980,1945
37849,1945
37832,1945
37885,1945
38008,1945
37761,1945
37515,1945
37691,1945
37505,1945
37932,1945
37610,1945
37769,1945
37651,1945
37632,1945
38091,1945
37800,1945
37892,1945
38053,1945
37576,1945
37558,1945
37884,1945
37737,1945
37871,1945
38048,1945
38084,1945
37638,1945
37793,1945
37989,1945
37595,1945
37865,1945
38160,1945
37627,1945
37615,1945
38043,1945
37536,1945
37494,1945
38057,1945
38182,1945
38109,1945
38885,1946
38760,1946
38688,1946
38480,1946
38321,1946
38937,1946
38589,1946
38514,1946
38765,1946
37870,1946
38146,1946
38975,1946
38559,1946
38155,1946
38346,1946
38477,1946
38298,1946
38810,1946
38694,1946
38675,1946
38032,1946
38334,1946
38537,1946
38668,1946
38774,1946
38621,1946
38458,1946
38453,1946
38492,1946
38766,1946
38369,1946
38718,1946
38913,1946
38396,1946
38419,1946
38854,1946
38343,1946
38777,1946
38934,1946
38452,1946
38794,1946
38494,1946
38965,1946
38929,1946
38776,1946
38289,1946
38578,1946
38395,1946
38908,1946
38576,1946
38354,1946
38360,1946
38303,1946
38787,1946
38733,1946
38982,1946
38355,1946
38842,1946
38669,1946
38206,1946
38429,1946
38462,1946
38300,1946
38622,1946
38417,1946
38387,1946
38327,1946
38948,1946
38958,1946
38661,1946
38449,1946
38769,1946
38370,1946
38455,1946
38367,1946
38611,1946
38461,1946
38348,1946
38780,1946
38427,1946
38773,1946
38969,1946
38409,1946
38873,1946
38434,1946
38762,1946
38577,1946
38715,1946
38823,1946
38816,1946
38593,1946
38905,1946
38687,1946
38478,1946
38650,1946
38338,1946
38510,1946
36868,1946
38574,1946
38497,1946
38499,1946
39383,1947
39370,1947
39376,1947
39342,1947
39192,1947
37981,1947
39819,1947
39479,1947
38721,1947
39743,1947
38279,1947
38824,1947
39305,1947
39545,1947
39515,1947
39677,1947
39478,1947
38641,1947
39197,1947
39217,1947
39160,1947
39152,1947
39317,1947
38392,1947
39244,1947
39208,1947
39737,1947
39757,1947
39556,1947
39495,1947
39645,1947
39501,1947
39631,1947
39372,1947
39502,1947
39806,1947
39735,1947
39251,1947
39461,1947
39349,1947
39750,1947
39628,1947
39211,1947
39313,1947
39460,1947
39210,1947
39324,1947
39472,1947
39651,1947
39396,1947
39581,1947
37089,1947
39260,1947
39377,1947
39306,1947
39420,1947
39772,1947
39224,1947
39698,1947
39441,1947
39288,1947
39286,1947
39169,1947
39725,1947
39231,1947
39783,1947
39311,1947
39634,1947
39477,1947
39536,1947
39428,1947
39676,1947
39589,1947
39235,1947
39808,1947
39566,1947
39591,1947
39615,1947
38476,1947
39748,1947
39320,1947
39302,1947
