Id,Year
120179,1997
117724,1997
118688,1997
119019,1997
120034,1997
116502,1996
119282,1997
119502,1997
116949,1996
119738,1997
105569,1992
115856,1996
57345,1963
119094,1997
119098,1997
116384,1996
113425,1996
116334,1996
119654,1997
119848,1997
120512,1997
120133,1997
118884,1997
116930,1996
119173,1997
82198,1982
119190,1997
118887,1997
119081,1997
120177,1997
118570,1997
119896,1997
119361,1997
119152,1997
118818,1997
118883,1997
118966,1998
120207,1997
120112,1997
119311,1997
119509,1997
119675,1997
119695,1997
119086,1997
119484,1997
118571,1997
118531,1997
99810,1990
102494,1991
119465,1997
120197,1997
119360,1997
119051,1997
119874,1997
119488,1997
120102,1997
119468,1997
120169,1997
119457,1997
120524,1997
120323,1997
119174,1997
119123,1997
120399,1997
119557,1997
119632,1997
118647,1997
120151,1997
120402,1997
119349,1997
120192,1997
118842,1997
119326,1997
119164,1997
116631,1996
119280,1997
119345,1997
118971,1997
120029,1997
119906,1997
119324,1997
119107,1997
120481,1997
120303,1997
120539,1997
119177,1997
119095,1997
119891,1998
120257,1998
120529,1997
119535,1997
119338,1997
119080,1997
119210,1997
118900,1997
83131,1981
117221,1997
118689,1997
119327,1997
119592,1997
119832,1997
120275,1997
120490,1997
119527,1997
119978,1997
118749,1997
119365,1997
120201,1997
118901,1997
107282,1993
118836,1998
120148,1998
119707,1997
120382,1998
120520,1997
119723,1997
116592,1996
119994,1997
119395,1997
118617,1997
120483,1997
118583,1997
112318,1996
118607,1997
118632,1997
118698,1997
109266,1995
118764,1997
118804,1997
118954,1997
119137,1997
119142,1997
119217,1997
119303,1997
119352,1997
116976,1997
119668,1997
119715,1997
119819,1997
120082,1997
120222,1997
120255,1997
120338,1997
120347,1997
119052,1997
119925,1997
119314,1998
120521,1997
119396,1997
119485,1997
119718,1997
118715,1998
118566,1997
119590,1997
119223,1998
118539,1998
119655,1999
119988,1998
120670,1998
120820,1998
120885,1997
118929,1998
116845,1996
120478,1997
120696,1998
120693,1998
119099,1998
120122,1997
118643,1998
112913,1995
119815,1997
120185,1997
118956,1998
128690,1998
119521,1998
119734,1998
119711,1997
120008,1998
120594,1998
119784,1997
118747,1998
120707,1998
120888,1998
120184,1998
118662,1998
116379,1997
119548,1997
120782,1998
119822,1997
99939,1990
145302,1998
119656,1998
119594,1998
120873,1998
120491,1998
119574,1997
112619,1995
140282,1998
120661,1998
118744,1998
120241,1997
120744,1998
120769,1998
120890,1998
125454,1998
120642,1998
119250,1997
119942,1998
119780,1997
120510,1998
120793,1998
119560,1998
120219,1998
120108,1998
120772,1998
120645,1998
119305,1998
119905,1998
120598,1998
118851,1997
120738,1998
119272,1997
120749,1998
120176,1997
120632,1998
120728,1998
120773,1998
120765,1998
124718,1998
119196,1998
120213,1998
118819,1997
120906,1998
119792,1997
117443,1996
118755,1997
119947,1997
119508,1998
118727,1997
118577,1998
120723,1998
120725,1998
138563,1998
119987,1997
117786,1997
120265,1997
119448,1997
118785,1997
120841,1998
120742,1998
120838,1998
120609,1998
120856,1998
120610,1998
118925,1998
119952,1997
113184,1995
119683,1998
120211,1997
118866,1997
120647,1998
120531,1998
119506,1997
120800,1998
120685,1998
118798,1998
120669,1998
120777,1998
131436,1998
119053,1998
119313,1998
119375,1997
119547,1997
120401,1997
120787,1998
116692,1996
120828,1998
127723,1998
118894,1998
139362,1998
119494,1998
118849,1997
116141,1996
122529,1997
143614,1998
119717,1997
120762,1998
140508,1998
120902,1998
118998,1998
120780,1998
73540,1975
120321,1998
120443,1997
118789,1998
120591,1998
122151,1998
123987,1998
122718,1998
138704,1998
140688,1998
129387,1998
52077,1959
19729,1929
20629,1930
21746,1931
22958,1932
23876,1933
26752,1935
27698,1936
29146,1937
33729,1941
35093,1942
36872,1944
37884,1945
36868,1946
39416,1947
40416,1948
41113,1949
44672,1952
45793,1953
47296,1954
48356,1955
57590,1963
60665,1966
61811,1967
63385,1968
64665,1969
67116,1971
75148,1976
79417,1979
81283,1980
82158,1981
86425,1983
89755,1985
93389,1987
95953,1988
97239,1989
65063,1969
67309,1971
87995,1984
100142,1990
91369,1986
88847,1985
89686,1985
93629,1987
95742,1988
97981,1989
101917,1991
80761,1980
82418,1981
83972,1982
87298,1984
89173,1985
91080,1986
95179,1988
97388,1989
77651,1978
82495,1981
95271,1988
97474,1989
81383,1980
93176,1987
98136,1990
105179,1992
94862,1988
99253,1990
84516,1982
91778,1986
95889,1988
70047,1973
76009,1977
99528,1990
93409,1987
97733,1989
104714,1992
87363,1984
99700,1990
89218,1985
120746,1998
119910,1998
117898,1997
70723,1973
17136,1927
96874,1989
99088,1990
69113,1972
54594,1961
78790,1979
54649,1961
34492,1942
47478,1954
94947,1988
87182,1984
95497,1988
99674,1990
102757,1991
119558,1997
134619,1998
120741,1998
120815,1998
137386,1998
66728,1971
66811,1971
88814,1985
78869,1979
62737,1968
109287,1994
75807,1977
77305,1978
97053,1989
82199,1981
109520,1994
52722,1959
82263,1981
106868,1993
91059,1986
61715,1967
91149,1986
61749,1967
80861,1980
76137,1977
107120,1993
104437,1992
97523,1989
77698,1978
56095,1962
57180,1963
120768,1998
120783,1998
131857,1998
119165,1997
120687,1998
98213,1989
89853,1985
39689,1947
59113,1965
83922,1982
90203,1985
86423,1983
106273,1993
96734,1989
89126,1985
71910,1974
82736,1981
90756,1986
89385,1985
61852,1967
53994,1960
48280,1955
97757,1989
104868,1992
104940,1992
104990,1992
55254,1961
89731,1985
46183,1953
81353,1980
100477,1990
76618,1977
78158,1978
107952,1994
89908,1985
102803,1991
75200,1976
53285,1959
86336,1983
57518,1963
38969,1946
88161,1984
19422,1928
111359,1995
84783,1982
84827,1982
108265,1993
120694,1998
102250,1991
79367,1979
83798,1982
85894,1983
101969,1991
99697,1990
86066,1983
87469,1984
77869,1978
87803,1984
85407,1983
91499,1986
107665,1993
85382,1983
87050,1984
96787,1989
101272,1991
120631,1998
120832,1998
128214,1998
120813,1998
120056,1997
80388,1980
77711,1978
92513,1987
61584,1967
57372,1963
70016,1973
84649,1982
83791,1982
90633,1986
101329,1991
89469,1985
88128,1984
91790,1986
90060,1985
90848,1986
91223,1986
93220,1987
80801,1980
97443,1989
140796,1998
118661,1998
120703,1998
120831,1998
116516,1996
63522,1968
100240,1990
94077,1987
119517,1998
124595,1998
120611,1998
120576,1998
118301,1998
120901,1998
119778,1998
120692,1998
95709,1988
94721,1988
119033,1998
40746,1948
74512,1976
68611,1972
65112,1969
61107,1966
58329,1964
49470,1956
45897,1953
42994,1950
120577,1998
119346,1998
123324,1998
119453,1997
94226,1987
120654,1998
120724,1998
119125,1997
139468,1998
119892,1998
39694,1947
37017,1944
36342,1943
35279,1942
33922,1941
34248,1941
31505,1939
30341,1938
28212,1936
28231,1936
25452,1934
23285,1932
22395,1931
20852,1930
21015,1930
21165,1930
20142,1929
19702,1929
18756,1928
2140519,2012
17825,1927
17843,1928
18328,1927
17075,1927
16230,1925
128442,1998
118980,1997
120775,1999
124879,1998
119934,1998
81207,1980
85346,1983
87359,1984
92699,1987
92537,1987
96166,1988
95593,1988
98258,1989
100212,1990
100134,1990
104412,1992
105629,1992
82172,1981
84472,1982
87810,1984
86973,1984
91680,1986
90583,1986
96073,1988
102558,1991
101523,1991
102469,1991
104257,1992
107211,1993
120788,1998
120776,1998
120812,1998
113658,1996
118736,1998
120835,1998
120162,1998
122690,1998
146336,1998
118863,1998
119802,1998
126604,1998
100594,1990
109206,1994
63850,1968
80731,1980
84787,1982
105151,1992
81554,1980
99487,1990
117276,1998
144604,1998
120587,1998
120823,1998
120770,1998
120889,1998
124102,1998
52607,1960
82517,1981
104952,1992
73440,1975
119577,1998
139615,1998
120701,1998
69966,1973
141824,1998
119670,1998
86837,1984
90830,1986
80678,1980
120603,1998
144120,1998
120791,1998
119534,1998
147612,1998
119986,1998
118636,1998
120789,1998
120157,1998
150230,1998
118799,1997
100740,1990
120877,1998
120586,1998
116481,1997
120722,1998
158493,1998
120684,1998
133952,1998
120484,1998
127536,1998
120879,1998
130018,1998
155753,1998
119643,1998
120643,1998
116488,1996
120767,1998
89941,1985
90934,1986
73747,1975
87932,1984
91954,1986
91538,1986
99750,1990
50783,1957
85244,1983
120660,1998
134067,1998
120623,1998
120533,1998
140888,1998
120070,1998
154420,1998
69089,1972
45826,1953
47034,1954
87344,1984
56142,1962
24216,1933
74751,1976
91344,1986
89017,1985
89087,1985
89155,1985
97366,1989
89893,1985
91159,1986
91541,1986
89489,1985
87928,1984
89822,1985
91777,1986
93756,1987
95882,1988
98105,1989
120595,1998
119304,1998
165494,1998
124198,1998
119248,1997
155975,1998
147004,1998
120324,1998
141109,1998
120844,1998
120794,1998
128445,1998
138097,1998
87688,1984
39628,1947
89961,1985
98115,1989
89767,1985
89880,1985
83944,1982
95956,1988
89370,1985
88011,1984
88933,1985
94890,1988
79817,1979
84602,1982
89927,1985
100507,1990
88930,1985
90685,1986
91188,1986
91653,1986
91024,1986
87538,1984
91326,1986
97647,1989
97958,1989
128853,1998
120706,1998
120861,1999
120863,1998
133751,1998
120751,1998
41650,1949
129290,1998
120686,1998
120633,1998
142231,1998
119336,1998
120857,1999
120514,1997
144546,1998
118564,1997
127722,1998
120699,1998
150915,1998
145734,1998
120391,1997
132512,1999
120710,1999
139699,1999
120458,1999
93072,1987
91225,1986
93075,1987
99636,1990
90768,1986
51622,1958
91064,1986
97368,1989
91875,1986
90660,1986
72271,1974
92076,1986
99994,1990
110978,1994
91877,1986
92112,1986
90917,1986
90710,1986
91605,1986
91306,1986
91738,1986
90555,1986
92493,1988
92105,1986
91991,1986
90863,1986
90567,1986
91187,1986
91055,1986
92086,1986
120683,1999
119773,1997
151691,1998
149151,1998
112922,1995
160862,1999
138279,1999
163984,1998
54167,1960
120784,1999
145893,1999
138987,1998
70544,1973
124298,1999
139462,1999
120764,1999
119207,1998
155776,1999
132477,1999
151804,1999
156901,1998
137338,1999
134273,1999
123209,1999
120618,1999
181322,1999
119054,1997
123221,1999
70334,1973
84390,1983
98084,1989
105128,1992
106557,1993
109415,1995
85333,1983
84412,1982
51744,1959
65377,1970
71110,1974
75648,1977
76636,1977
72308,1974
80354,1980
79550,1979
70909,1973
74812,1976
63442,1968
65462,1970
69768,1973
68408,1972
67065,1971
77189,1978
71455,1974
78740,1979
78856,1979
122933,1999
142192,1999
139134,1999
120735,1998
157208,1998
159696,1998
120646,1999
125778,1999
144814,1999
131646,1999
57129,1963
94964,1988
107626,1993
56931,1964
118665,1999
120859,1998
157016,1998
141098,1999
160429,1999
129332,1999
139668,1999
118682,1997
118892,1998
116192,1996
49408,1956
187819,1999
131369,1999
120757,1999
122906,1998
120613,1999
133093,1999
147800,1999
120274,1998
129280,1999
120449,1998
119665,1997
154506,1998
139239,1999
151738,1999
105399,1992
126250,1999
166195,1999
133363,1998
119219,1998
123964,1999
143261,1999
136244,1998
123923,1998
110570,1994
133189,1998
120836,1999
120797,1999
126886,1999
120907,1999
76164,1977
128370,1998
168950,1999
137494,1999
138510,1999
162973,1998
120697,1999
115669,1997
138874,1999
155388,1999
37913,1945
87799,1984
90837,1986
89652,1985
99422,1990
120616,1999
118826,1997
120865,1999
115005,1998
140379,1999
160298,1999
165078,1998
115693,1996
138414,1998
120659,1999
120915,1999
166252,1999
149723,1998
120680,1998
59643,1965
23245,1932
53085,1959
37098,1944
37099,1944
32818,1940
35096,1942
82766,1981
78346,1978
81573,1980
86393,1983
94074,1987
21814,1931
37793,1945
36931,1944
21884,1931
31951,1939
34786,1942
35899,1943
50280,1957
89308,1985
73629,1975
42469,1950
84156,1982
45920,1953
48215,1955
49366,1956
49169,1956
49370,1956
49516,1956
84745,1982
53183,1959
52151,1958
125439,1999
139809,1999
156794,1998
126859,1999
138590,1998
128278,1999
186508,1999
126261,1999
139216,1999
141105,1998
164085,1999
145660,1999
143924,1999
156820,1998
120802,1998
120855,1999
144214,1999
184510,1999
122541,1999
120731,1998
130827,1998
120370,1997
142342,1999
139898,1998
119038,1998
119743,1997
99052,1990
158983,1999
120891,1999
162677,1999
149964,1998
101318,1991
163651,1999
137363,1999
137439,1998
158811,1999
185937,1999
120899,1999
120663,1999
139414,1999
161100,1999
120878,1999
87332,1984
97428,1989
157503,1999
171363,1999
141369,1999
162710,1999
149261,1999
132347,1999
163187,1999
162830,1999
49406,1956
48254,1955
54331,1960
56193,1962
72684,1975
53198,1959
55032,1962
96378,1988
91557,1986
91129,1986
90774,1986
92585,1987
90886,1986
